"id","fullpath"
216090,"р-н Альметьевский г Альметьевск мкр. Урсала ул Девонская"
207803,"г Казань ул Шуртыгина"
1841450,"р-н Лаишевский д Каипы ул Кедровая"
239827,"р-н Рыбно-Слободский с Большая Елга ул Ключевая"
237519,"р-н Менделеевский д Татарский Кокшан ул Мира"
209686,"р-н Агрызский с Красный Бор ул Строителей"
233912,"р-н Мамадышский д Новое Мочалкино ул Садовая"
247649,"р-н Чистопольский г Чистополь ул Часовая"
210242,"г Казань ул Беркутова (Константиновка)"
221416,"р-н Верхнеуслонский с Лесные Моркваши ул Восточная"
215407,"р-н Альметьевский с Русский Акташ ул Никитина"
232080,"р-н Кайбицкий д Афанасьевка ул Конторская"
245532,"р-н Тукаевский тер. СНТ Орбита ул Луговая"
229957,"р-н Зеленодольский с Косяково ул Светлая"
230233,"р-н Кукморский г. Кукмор ул Юности"
220441,"р-н Буинский д Ахмаметьево ул Озерная"
215341,"р-н Актанышский с Барсуково ул Куйбышева"
52047275,"р-н Лаишевский д Кзыл-Иль ул. Яркая"
250103,"р-н Черемшанский с Шешминская Крепость ул Советская"
208870,"г Казань пр-д Архитектурный"
209540,"г Казань пер Красноармейский"
228266,"р-н Дрожжановский с Старое Ильмово ул Пролетарская"
250739,"р-н Ютазинский пгт Уруссу ул Гоголя"
249240,"р-н Чистопольский д Русский Елтан ул Полевая"
225130,"р-н Высокогорский с Татарская Айша ул Кооперативная"
217140,"р-н Альметьевский пгт Нижняя Мактама ул Матросова"
223184,"р-н Буинский с Кият ул Мира"
208980,"г Казань ул Габриэля Шершеневича"
242926,"р-н Тукаевский с Тлянче-Тамак пер Школьный"
208267,"г Набережные Челны промзона Промышленно-коммунальная зона тер УПТК"
225137,"р-н Высокогорский д Чернышевка ул Г.Камала"
246840,"р-н Тукаевский тер. СНТ Горизонт ул Центральная"
247601,"р-н Тукаевский д Кулушево ул Габдуллы Тукая"
230775,"р-н Зеленодольский п Раифский ул Юбилейная"
247287,"р-н Тюлячинский с Большие Савруши ул Чистай"
248641,"р-н Чистопольский г Чистополь ул М.Поликарповой"
215319,"р-н Алькеевский с Тяжбердино ул Школьная"
238503,"р-н Пестречинский с Конь ул Клубничная"
246178,"р-н Тукаевский тер. СНТ Яблочко ул Надежды"
228598,"р-н Зеленодольский с Большие Кургузи ул Нагорная"
221338,"р-н Балтасинский с Килеево ул Новая"
212736,"р-н Аксубаевский пгт Аксубаево ул Спортивная"
224200,"р-н Елабужский с Татарский Дюм-Дюм ул Школьная"
216923,"р-н Арский д Казанка ул Победы"
230583,"р-н Кайбицкий п Чистые Ключи ул Верхняя"
230514,"р-н Кукморский г. Кукмор ул Илиодора Износкова"
228217,"р-н Заинский с Старый Токмак ул Речная"
225301,"р-н Высокогорский с Высокая Гора ул Сагдиева"
52080646,"р-н Мензелинский г Мензелинск тер. Автодорога М-7 Волга Москва-Владимир- Нижний Новгород- Казань-Уфа"
52047283,"р-н Лаишевский д Кзыл-Иль ул. Слободская"
244014,"р-н Тетюшский с Пролей-Каша ул Пионерская"
52004100,"р-н Лаишевский с Сокуры ул Могучая"
1953526,"р-н Высокогорский д Макаровка ул Цветочная"
1953541,"р-н Высокогорский с Шигали ул Счастья"
1941355,"р-н Лаишевский с Большие Кабаны ул Анатолия Белозёрцева"
1954263,"р-н Тукаевский с Бетьки ул Ветвистая"
227746,"р-н Зеленодольский тер. СНТ Здоровье Казгорпромторг-3"
1954319,"р-н Нижнекамский кв-л 090901"
1959121,"р-н Лаишевский тер. снт Троицкий лес"
1828538,"р-н Тукаевский с Ильбухтино ул Гоголя"
1857647,"р-н Высокогорский д Яшь Кеч ул Льва Толстого"
1857617,"р-н Высокогорский д Яшь Кеч ул Дружбы"
1866658,"р-н Лаишевский с Сапуголи ул Алексея Малышева"
237834,"р-н Муслюмовский д Татарский Шуран ул Центральная"
217545,"р-н Альметьевский с Новое Каширово кв-л 050136"
207787,"г Набережные Челны тер. ГСК Автобусник 2"
1961581,"р-н Высокогорский с Шигали ул Центральная"
52014898,"р-н Зеленодольский п Светлое Озеро ул. Облачная"
52007722,"р-н Тукаевский тер. ТСЖ Сосновая роща-2 ул. Минеральная"
52040440,"р-н Бавлинский тер. Промышленный блок"
1942740,"р-н Лаишевский с Сокуры ул Бориса Глушкина"
1956892,"г Казань ул 5-я Рождественская"
52087687,"р-н Пестречинский с Конь ул. Сиреневая"
218678,"р-н Альметьевский кв-л 070001"
218508,"р-н Альметьевский кв-л 070003"
234934,"р-н Мамадышский г Мамадыш ул Горького"
240688,"р-н Нурлатский д Малая Камышла ул К.Маркса"
240313,"р-н Сабинский пгт Богатые Сабы ул Ленина"
52047599,"р-н Лаишевский с Бима ул. Андрея Сахарова"
1806388,""
1807064,""
204696,"г Казань ул Тихая (Салмачи)"
207084,"г Казань тер. ГСК Элемте-3"
211115,"г Набережные Челны тер ГПК Космос-4"
209403,"г Казань тер. ГСК Южный"
211293,"р-н Аксубаевский с Новое Аксубаево ул Новая"
210463,"г Казань ул Меридианная (Лесной городок)"
211804,"р-н Актанышский с Старое Сафарово"
211829,"р-н Актанышский д Чинниково"
211594,"г Набережные Челны проезд 9-й"
211496,"г Набережные Челны ул Нижняя Береговая"
209145,"р-н Агрызский с Сарсак-Омга ул Молодежная"
214747,"р-н Алькеевский с Верхнее Колчурино"
213137,"р-н Актанышский д Таймурзино"
213033,"р-н Актанышский с Новое Курмашево ул Центральная"
216756,"р-н Альметьевский г Альметьевск кв-л 4"
217910,"р-н Арский д Малые Турнали кв-л 070301"
217760,"р-н Арский п Четыре Двора кв-л 070701"
1806397,""
216888,"р-н Альметьевский с Дербедень кв-л 030008"
217720,"р-н Альметьевский с Елхово ул Пионерская"
217744,"р-н Альметьевский г Альметьевск ул Дубравная"
218027,"р-н Альметьевский г Альметьевск тер. гаражный массив 7"
218521,"р-н Альметьевский г Альметьевск тер. гаражный массив Таврия"
218399,"р-н Альметьевский г Альметьевск кв-л 82"
218472,"р-н Альметьевский г Альметьевск ул Нариманова"
220229,"р-н Арский кв-л 220405"
220455,"р-н Бавлинский д Галкино"
223605,"р-н Высокогорский д Эстачи ул Ткацкая"
226296,"р-н Дрожжановский с Городище ул Ленина"
227974,"р-н Дрожжановский с Верхний Каракитан пер Г.Тукая"
228398,"р-н Заинский д Сармаш-По-Ирне ул Верхняя"
228500,"р-н Кайбицкий с Старое Тябердино ул Советская"
229633,"р-н Зеленодольский пгт Васильево ул Гайдара"
232123,"р-н Зеленодольский с Осиново ул Дубравная"
234907,"р-н Мензелинский г Мензелинск пер М.Джалиля"
235074,"р-н Мензелинский с Чупаево"
235124,"р-н Мамадышский д Верхний Таканыш ул Центральная"
235098,"р-н Менделеевский г Менделеевск ул Бурмистрова"
236441,"р-н Нурлатский п Кзыл Юл"
237049,"р-н Новошешминский с Горшково"
237770,"р-н Нижнекамский г Нижнекамск тер. ГСК Нефтехимик 74"
237731,"р-н Нижнекамский пгт Камские Поляны мкр. 2-й"
238170,"р-н Нурлатский с Новая Амзя ул Пионерская"
208277,"г Казань ул Утренняя (Киндери)"
237639,"р-н Новошешминский с Слобода Петропавловская"
237320,"р-н Менделеевский д Псеево пер Степной"
237915,"р-н Нижнекамский с Ачи ул Советская"
238231,"р-н Менделеевский д Куразово ул Зеленая"
237436,"р-н Нурлатский с Андреевка ул Гагарина"
238550,"р-н Мензелинский г Мензелинск пер Родниковый"
239110,"р-н Нижнекамский тер. СТ Борок"
238815,"р-н Пестречинский с Кряш-Серда ул Татарстан"
240211,"р-н Нижнекамский г Нижнекамск д Дмитриевка тер. СТ Ветеран"
242054,"р-н Нурлатский д Черебатырево ул Октябрьская"
241505,"р-н Спасский с Средний Юрткуль ул Центральная"
245175,"р-н Тукаевский тер. СНТ Шильна ул Десятая"
248051,"р-н Чистопольский д Фиков Колок"
248177,"р-н Чистопольский с Каргали"
249868,"р-н Чистопольский с Русские Сарсазы"
52028652,"р-н Зеленодольский с Айша ул. им. Хитеева Михаила Даниловича"
1839554,"р-н Чистопольский с Старое Ромашкино тер. Сельскохозяйственная деятельность"
1840343,"р-н Высокогорский тер. Тимофеевский"
212499,"р-н Актанышский с Актаныш ул Строителей"
1840688,"р-н Лениногорский кв-л 190901"
1825154,"р-н Альметьевский г Альметьевск кв-л 060111"
1934668,"р-н Агрызский с Сарсак-Омга ул Фермерская"
1826321,"р-н Нижнекамский тер СТ Саулык ул Сосновая"
219459,"р-н Бугульминский д Старая Казанка ул Казанская"
1907039,"р-н Тукаевский кв-л 103701"
237295,"р-н Муслюмовский д Элемта ул Кооперативная"
239446,"р-н Муслюмовский с Чишма ул Садовая"
236163,"р-н Муслюмовский с Уразметьево ул Молодежная"
240736,"р-н Новошешминский с Новошешминск ул Г.Тукая"
240311,"р-н Новошешминский с Новошешминск ул Школьная"
239235,"р-н Новошешминский с Новошешминск ул Набережная"
1843696,"р-н Высокогорский тер. Паевые земли Старая Тура"
237304,"р-н Мамадышский г Мамадыш ул Ягодная"
219412,"р-н Балтасинский пгт Балтаси ул Шушма"
220664,"р-н Балтасинский пгт Балтаси ул Х.Туфана"
1806543,""
1828486,"р-н Алексеевский с Большие Тиганы тер Паевые земли"
1828535,"р-н Тукаевский с Ильбухтино ул Сайдашева"
1844577,"р-н Чистопольский тер. Сельскохозяйственная деятельность"
231213,"р-н Зеленодольский п Новониколаевский ул Овражная"
1830061,"р-н Нурлатский тер Сельскохозяйственная деятельность"
1886193,"р-н Кайбицкий с Хозесаново ул Ольги Даниловой"
1806829,""
1875483,""
246109,"р-н Тукаевский с Князево ул Луговая"
1831849,"р-н Альметьевский г Альметьевск кв-л 040128"
1862085,"р-н Тукаевский тер. СНТ Иволга ул Тихая"
209795,"р-н Агрызский д Русская Шаршада"
213124,"р-н Алексеевский пгт Алексеевское ул Заводская"
215767,"р-н Алексеевский пгт Алексеевское ул 50 лет Победы"
215891,"р-н Алексеевский пгт Алексеевское ул Сидорова"
1806699,""
209102,"р-н Агрызский д Сарсак-Арема"
244688,"р-н Тукаевский тер. ДНП УК Усадьба ул Невская"
212647,"р-н Алексеевский с Войкино"
211300,"р-н Азнакаевский д Курай Елга"
211714,"р-н Азнакаевский пгт Актюбинский ул Школьная"
211823,"р-н Азнакаевский д Балан-Буляк тер. Места захоронения"
211962,"р-н Азнакаевский с Тумутук ул Нефтяников"
212285,"р-н Азнакаевский с Сарлы ул Строителей"
212316,"р-н Азнакаевский д Маняуз ул Наратлы"
213135,"р-н Азнакаевский г Азнакаево ул Спортивная"
212829,"р-н Азнакаевский с Тумутук ул Чапаева"
213304,"р-н Азнакаевский с Сапеево ул Школьная"
213703,"р-н Азнакаевский д Балан-Буляк ул Октябрьская"
213979,"р-н Азнакаевский г Азнакаево ул Шоссейная"
213953,"р-н Азнакаевский г Азнакаево пер Заводской"
214163,"р-н Азнакаевский с Татарский Шуган ул Сайдашева"
214679,"р-н Азнакаевский тер. Нефтяные объекты"
214729,"р-н Азнакаевский тер Нефтяные объекты"
215160,"р-н Азнакаевский с Тумутук ул Кооперативная"
217860,"р-н Бавлинский д Дубовка"
218196,"р-н Бавлинский г Бавлы ул Чапаева"
218710,"р-н Бавлинский г Бавлы кв-л 36"
219112,"р-н Бавлинский г Бавлы кв-л 22"
219324,"р-н Бавлинский г Бавлы кв-л 10"
219502,"р-н Бугульминский с Новая Александровка ул Заречная"
1806962,""
219549,"р-н Бугульминский г Бугульма тер Садовое общество Нива"
219578,"р-н Бавлинский с Покровский Урустамак ул Мирная"
219705,"р-н Бугульминский с Новая Александровка пер Молодежный"
219638,"р-н Бугульминский с Чирково ул Советская"
219624,"р-н Бугульминский с Соколка ул Луговая"
219846,"р-н Бугульминский г Бугульма ул Герасима Кудряшова"
220252,"р-н Бавлинский кв-л 130701"
220318,"р-н Бугульминский пгт Карабаш пер Больничный"
220650,"р-н Бугульминский с Новое Сумароково ул Заречная"
220745,"р-н Бугульминский г Бугульма ул Локомотивная"
220699,"р-н Бугульминский п Петровка ул Петровская"
221340,"р-н Бавлинский с Татарский Кандыз ул Советская"
221683,"р-н Бугульминский г Бугульма ул Абдуллы Алиша"
221848,"р-н Бугульминский месторожд. Бавлинское нефтяное"
221930,"р-н Бугульминский д Сула ул Тукая"
221906,"р-н Бугульминский г Бугульма тер. Садовое общество Любитель"
221934,"р-н Бавлинский с Татарский Кандыз ул Ахметзянова"
222009,"р-н Бавлинский г Бавлы ул Комсомольская"
222276,"р-н Бугульминский пгт Карабаш ул Тепличная"
222782,"р-н Бугульминский г Бугульма ул Александра Матросова"
223049,"р-н Бугульминский г Бугульма ул Аркадия Гайдара"
223435,"р-н Бугульминский пгт Карабаш ул Луговая"
232577,"р-н Лениногорский г Лениногорск ул Халиуллина"
1806737,""
232998,"р-н Лениногорский с Урмышла ул Речная"
232983,"р-н Лениногорский с Керлигач ул Советская"
233352,"р-н Лениногорский с Старое Шугурово ул Халикова"
233696,"р-н Лениногорский г Лениногорск ул Добролюбова"
234552,"р-н Лениногорский с Старая Письмянка ул Заречная"
234586,"р-н Лениногорский с Кузьминовка ул Школьная"
236185,"р-н Лениногорский г Лениногорск тер. гаражный кооператив Заря"
236256,"р-н Лениногорский г Лениногорск кв-л 35"
236537,"р-н Лениногорский г Лениногорск кв-л 11"
236593,"р-н Лениногорский г Лениногорск пер Толстого"
237448,"р-н Лениногорский тер Паевые земли"
247769,"р-н Ютазинский пгт Уруссу пер Спортивный"
248027,"р-н Ютазинский п Екатериновка тер. Места захоронения"
248076,"р-н Ютазинский пгт Уруссу ул Г.Камала"
248518,"р-н Ютазинский д Малые Уруссу пер Советский"
249045,"р-н Ютазинский пгт Уруссу ул Михаила Литвинова"
249101,"р-н Ютазинский пгт Уруссу ул 25 лет Ютазинского района"
249355,"р-н Ютазинский д Алма-Ата"
249405,"р-н Ютазинский пгт Уруссу ул Ляли Гильмутдиновой"
250997,"р-н Ютазинский с Ютаза ул Чапаева"
251098,"р-н Ютазинский пгт Уруссу тер ГО Горького"
251411,"р-н Ютазинский с Абсалямово ул Советская"
251513,"р-н Ютазинский пгт Уруссу тер ГО Мияссарова"
252383,"р-н Ютазинский п Подгорный ул Садовая"
1806650,""
252659,"р-н Ютазинский с Кряш-Буляк ул Мичурина"
252870,"р-н Ютазинский пгт Уруссу ул Речная"
1930006,"р-н Тетюшский тер. Места захоронения"
216543,"р-н Алькеевский с Старые Салманы ул Мостовая"
216461,"р-н Алькеевский с Старые Салманы пер 1-й"
233864,"р-н Мамадышский г Мамадыш ул Султанбекова"
237948,"р-н Мамадышский г Мамадыш ул Татарстан"
212049,"р-н Актанышский д Уразаево ул Новая"
231428,"р-н Камско-Устьинский пгт Камское Устье ул Кооперативная"
231154,"р-н Камско-Устьинский пгт Камское Устье ул Островского"
228279,"р-н Камско-Устьинский с Теньки ул М.Горького"
229693,"р-н Камско-Устьинский с Теньки ул Лисина"
245842,"р-н Тукаевский с Калмаш ул Сайдашева"
52043592,"р-н Лаишевский с Тетеево ул. Зеленая"
217599,"р-н Альметьевский ст Миннибаево ул Шоссейная"
233225,"р-н Лениногорский г Лениногорск пр-кт Ленина"
214297,"р-н Альметьевский п ж/д станции Калейкино ул Набережная"
217641,"р-н Альметьевский с Кульшарипово ул С.Сулеймановой"
224792,"р-н Высокогорский п Бирюлинского Зверосовхоза ул Песочная"
225044,"р-н Елабужский с Котловка ул Свиногорская"
225685,"р-н Елабужский д Новая Деревня"
227250,"р-н Высокогорский с Дубъязы ул Луговая"
1930272,"р-н Азнакаевский г Азнакаево ул Соколиная"
1930285,"р-н Азнакаевский г Азнакаево ул Грибная"
1948609,"р-н Бугульминский д Забугоровка ул Валерия Сафарова"
1948623,"р-н Бугульминский д Забугоровка ул Петра Дмитриева"
1840682,"р-н Лениногорский кв-л 160601"
220647,"р-н Буинский д Протопопово ул Садовая"
227207,"р-н Зеленодольский д Ивановское ул Солнечная"
230468,"р-н Зеленодольский с Большие Ключи ул Комсомольская"
213667,"р-н Алексеевский д Кзыл-Уракчи ул им Г.Тукая"
243558,"р-н Тукаевский д Суровка ул Парковая"
232469,"р-н Лениногорский с Старая Письмянка ул Молодежная"
242649,"р-н Тукаевский д Старые Ерыклы ул Дуслык"
245889,"р-н Тукаевский д Старые Ерыклы ул Кольцевая"
245499,"р-н Тукаевский д Новые Ерыклы ул Центральная"
234046,"р-н Лениногорский с Старый Иштеряк ул Советская"
1846903,"р-н Азнакаевский тер. Оздоровительный центр Березка"
232241,"р-н Лениногорский с Федотовка ул Нижняя"
224871,"р-н Дрожжановский с Малая Цильна ул Горького"
229532,"р-н Кукморский д Камышлы"
229628,"р-н Кукморский с Большой Кукмор ул Октябрьская"
230518,"р-н Кукморский с Большой Кукмор ул Гафиатуллина"
231301,"р-н Кукморский с Большой Кукмор ул Школьная"
230868,"р-н Кукморский д Аш-Бузи ул Клубная"
230721,"р-н Кукморский с Лельвиж ул Школьная"
229409,"р-н Зеленодольский с Нурлаты ул Светлая"
1939710,"р-н Лаишевский с Сокуры ул Бурхана Шахиди"
1806700,""
1893942,"р-н Лениногорский г Лениногорск тер. СНТ Труд"
239435,"р-н Пестречинский с Янцевары ул Пионерская"
237283,"р-н Нижнекамский д Выгороженный Ключ ул Дачная"
218545,"р-н Арский г Арск пер Татарстан 1-й"
218819,"р-н Арский г Арск ул Ш.Культеси"
219211,"р-н Арский г Арск ул Чулпан"
239266,"р-н Нижнекамский д Верхний Ключ"
235994,"р-н Нижнекамский г Нижнекамск ул Заводская"
236549,"р-н Нижнекамский г Нижнекамск ул Субай"
229611,"р-н Заинский с Карманово"
242281,"р-н Сармановский д Юлтимерово"
225454,"р-н Заинский п Кзыл-Юл ул Центральная"
244176,"р-н Сармановский д Яхши-Каран ул Идрисова"
241454,"р-н Сармановский с Большое Нуркеево ул С.Рафикова"
245355,"р-н Тетюшский г Тетюши ул Либкнехта"
237053,"р-н Нижнекамский п Троицкий"
244747,"р-н Сармановский с Петровский Завод ул Совхозная"
242964,"р-н Тукаевский с Верхний Байлар ул Новая"
1866689,"р-н Зеленодольский пгт Васильево тер. Гаражный массив Школьная 40"
1866687,"р-н Зеленодольский пгт Васильево тер Гаражный массив Лагерная"
1866691,"р-н Зеленодольский пгт Васильево тер. Гаражный массив Ленина 56"
239049,"р-н Пестречинский с Шали ул Хади Такташа"
245619,"р-н Тюлячинский с Максабаш ул Газовая"
245244,"р-н Тукаевский тер. ДНТ Южная Суровка ул Родниковая"
1915815,"г Набережные Челны ул Третья Колосковая"
228240,"р-н Камско-Устьинский с Старое Барышево ул Родниковая"
230537,"р-н Камско-Устьинский с Старое Барышево ул Озерная"
232027,"р-н Камско-Устьинский д Челны ул Тукая"
224225,"р-н Елабужский г Елабуга пер Свердлова"
225635,"р-н Елабужский д Хлыстово пер Казанский"
243681,"р-н Тукаевский п Комсомолец ул Производственная"
219464,"р-н Арский д Абзябар ул Луговая"
247394,"р-н Тукаевский тер. СНТ Дизелист ул Четырнадцатая"
235780,"р-н Мензелинский г Мензелинск ул Чернышевского"
227491,"р-н Елабужский г Елабуга ул Луговая"
212187,"р-н Азнакаевский г Азнакаево ул Светлая"
242399,"р-н Пестречинский д Русское Ходяшево ул Овражная"
223178,"р-н Верхнеуслонский с Лесные Моркваши ул Изумрудная"
218696,"р-н Альметьевский с Верхняя Мактама ул Сайдашева"
246343,"р-н Тукаевский тер. СНТ Урожай ул 7-я"
246644,"р-н Тукаевский д Малая Шильна ул Хвойная"
240633,"р-н Нурлатский г Нурлат ул Гагарина"
240933,"р-н Нурлатский г Нурлат ул Фрунзе"
245180,"р-н Тукаевский с Большая Шильна ул Шоссейная"
216847,"р-н Арский кв-л 150101"
208499,"г Казань тер. СНТ Лужок"
221952,"р-н Буинский тер Родник"
1942750,"р-н Лаишевский с Сокуры ул Яшьлек"
247379,"р-н Тукаевский тер. СНТ Дизелист ул Пятнадцатая"
220065,"р-н Арский с Новый Кинер ул Кирова"
1806371,""
217738,"р-н Арский с Новый Кишит ул Дружба"
219974,"р-н Арский с Средние Аты"
211411,"р-н Азнакаевский с Верхнее Стярле"
242754,"р-н Нурлатский д Сельцо Кульбаево Мараса"
242533,"р-н Нурлатский с Новая Тумба ул Новая"
237748,"р-н Нурлатский с Новая Тумба ул Полевая"
242364,"р-н Нурлатский д Вишневая Поляна ул Школьная"
213338,"р-н Азнакаевский д Октябрь-Буляк ул Центральная"
212789,"р-н Азнакаевский д Елга Баш ул Лесная"
242345,"р-н Пестречинский с Пестрецы ул 65 лет Победы"
239933,"р-н Рыбно-Слободский с Шетнево-Тулуши ул Г.Тукая"
1935515,"р-н Высокогорский д Чернышевка ул Первая Сиреневая"
"221658","р-н Верхнеуслонский с Печищи ул Гастелло"
"224684","р-н Верхнеуслонский с Печищи ул Мусы Джалиля"
"208515","г Казань ул Дружинная"
"235833","р-н Муслюмовский с Муслюмово ул Полевая"
"236891","р-н Муслюмовский с Муслюмово кв-л 060401"
"236917","р-н Муслюмовский тер. Внутрихозяйственные дороги"
"237160","р-н Муслюмовский с Елгабаш"
"237369","р-н Муслюмовский с Салауз-Мухан"
"237513","р-н Муслюмовский д Кырын Тау ул Яшльлэр Урамы"
"238026","р-н Муслюмовский д Сикия ул Школьная"
"238071","р-н Муслюмовский с Муслюмово ул Молодежная"
"238361","р-н Муслюмовский с Русский Шуган ул Ленинская"
"212872","р-н Алексеевский кв-л 031001"
"1806281",""
"213511","р-н Алексеевский с Большие Тиганы пер Зеленый"
"214197","р-н Алексеевский пгт Алексеевское ул Гаяза Исхаки"
"214359","р-н Алексеевский с Родники ул Красноармейская"
"214765","р-н Алексеевский с Лебяжье ул Алексеевская"
"215192","р-н Алексеевский д Горка ул Молодежная"
"215474","р-н Алексеевский с Ерыкла ул Левонабережная"
"215831","р-н Алексеевский с Куркуль ул Новая"
"216481","р-н Алексеевский д Горка ул Билярская"
"216632","р-н Алексеевский д Александровка ул Мирная"
"219206","р-н Балтасинский пгт Балтаси ул К.Маркса"
"219327","р-н Балтасинский д Дурга"
"219729","р-н Балтасинский д Сизнер ул Молодежная"
"219693","р-н Балтасинский д Верхняя Ушма"
"219907","р-н Балтасинский д Тау Зары ул Поперечная"
"220163","р-н Балтасинский пгт Балтаси ул Ф.Гимадиева"
"220082","р-н Балтасинский пгт Балтаси ул Садовая"
"220085","р-н Балтасинский с Нуринер ул Молодежная"
"220343","р-н Балтасинский д Тау Зары ул Габдуллы Тукая"
"220371","р-н Балтасинский д Нижний Шубан кв-л 170201"
"220495","р-н Балтасинский пгт Балтаси ул З.Космодемьянской"
"220524","р-н Балтасинский д Курмала"
"220771","р-н Балтасинский с Верхний Субаш ул Новая"
"220940","р-н Балтасинский пгт Балтаси ул 8 Марта"
"207507","г Казань ул Чайковского"
"221489","р-н Балтасинский д Большие Лызи 1 часть"
"1825871","р-н Елабужский кв-л 230101"
"221722","р-н Балтасинский кв-л 150804"
"208917","г Казань ул Дубинина"
"222177","р-н Балтасинский с Сардек ул Мира"
"222425","р-н Балтасинский с Нижняя Сосна ул Яшьлэр"
"209885","г Казань пер Кутузовский"
"222653","р-н Балтасинский д Мельничная ул Молодежная"
"210558","г Казань ул Победы"
"241084","р-н Спасский г Болгар ул Октябрьская"
"241859","р-н Спасский г Болгар ул Брендина"
"241953","р-н Спасский г Болгар ул Ближняя"
"242262","р-н Спасский г Болгар ул Ватутина"
"244227","р-н Спасский с Кузнечиха ул Заречная"
"243561","р-н Сабинский с Новый Мичан ул Строительная"
"1857653","р-н Высокогорский д Яшь Кеч пер Равенства"
"1839960","р-н Мамадышский д Большие Уськи кв-л 410101"
"1895383","р-н Высокогорский тер. Детский оздоровительный лагерь им. О.Кошевого"
"1948606","р-н Бугульминский д Забугоровка ул Игоря Киселёва"
"228717","р-н Кукморский с Село-Чура ул Пионерская"
"229176","р-н Кукморский п Ныртинского совхоза ул Центральная"
"229514","р-н Кукморский г. Кукмор ул Ивана Михеева"
"230216","р-н Кукморский с Большой Кукмор ул Майская"
"231314","р-н Кукморский г. Кукмор ул А.Юнуса"
"231433","р-н Кукморский д Иштуган"
"231419","р-н Кукморский д Качимир ул Зеленая"
"231445","р-н Кукморский с Манзарас ул И.Гази"
"231546","р-н Кукморский с Большой Сардек ул Дорожная"
"1806373",""
"231997","р-н Кукморский с Починок Кучук ул Школьная"
"232664","р-н Кукморский с Ташлы-Елга ул Татарстан"
"232878","р-н Кукморский г. Кукмор пер Прокопьева"
"1882221","р-н Лаишевский с Сапуголи ул Ягодная"
"1882209","р-н Лаишевский с Сапуголи ул Липовая"
"233388","р-н Кукморский с Мамашир ул Парижской Коммуны"
"240042","р-н Сабинский с Татарская Икшурма ул Г.Тукая"
"241075","р-н Сабинский с Тимершик"
"241346","р-н Сабинский с Старая Икшурма"
"241896","р-н Сабинский кв-л 090405"
"242738","р-н Сабинский с Шемордан ул Коммунальная"
"242850","р-н Сабинский д Чабья Чурчи"
"206202","г Казань тер ГСК Автоград 2000"
"1842659","р-н Высокогорский п Дачное пер Лунный"
"1841470","р-н Лаишевский д Каипы ул Майская"
"1832518","р-н Верхнеуслонский тер. Федеральная автомобильная дорога Р241 Казань-Буинск-Ульяновск"
"1841982","р-н Высокогорский п Дачное пер Звонкий"
"218542","р-н Апастовский д Малые Кокузы"
"219611","р-н Апастовский д Танаево ул Озерная"
"1913571","р-н Тукаевский п Опушка ул Мусы Джалиля"
"1913574","р-н Тукаевский п Опушка ул 45-летия Тукаевского муниципального района"
"1913578","р-н Тукаевский п Опушка ул Пихтовая"
"1895512","р-н Балтасинский кв-л 160303"
"209265","р-н Агрызский с Кудашево ул Мирная"
"209302","р-н Агрызский с Иж-Бобья"
"1806664",""
"210517","р-н Агрызский кв-л 080501"
"210859","р-н Агрызский с Варзи-Пельга ул Клубная"
"211152","р-н Агрызский с Кадыбаш ул Касаевская"
"211505","р-н Агрызский с Красный Бор ул Совхозная"
"211735","р-н Агрызский тер. Нефтяные объекты"
"212412","р-н Агрызский с Табарле ул Ленина"
"212660","р-н Агрызский кв-л 180301"
"213312","р-н Агрызский г Агрыз тер. гаражный комплекс Геолог ул Четырнадцатая"
"213521","р-н Агрызский г Агрыз тер. гаражный комплекс Геолог ул Четвертая"
"217620","р-н Атнинский кв-л 070502"
"217526","р-н Атнинский кв-л 080501"
"217773","р-н Атнинский д Зильгильде кв-л 020301"
"217679","р-н Атнинский с Большая Атня ул Рабочая"
"218709","р-н Атнинский д Малая Атня ул Тукая"
"218980","р-н Атнинский с Кошар"
"218981","р-н Атнинский с Кшклово ул Совета"
"219013","р-н Атнинский с Нижний Куюк"
"245459","р-н Тюлячинский с Верхние Кибя-Кози"
"246172","р-н Тюлячинский с Баландыш ул Молодежная"
"238626","р-н Новошешминский с Татарское Утяшкино ул Придорожная"
"234059","р-н Мамадышский п совхоза ""Пятилетка"" тер. Паевые земли"
"234176","р-н Мамадышский п совхоза ""Пятилетка"" ул Абз Дрсу"
"234328","р-н Мамадышский с Отарка"
"247495","р-н Тюлячинский с Верхние Кибя-Кози ул Махмута Хасанова"
"239998","р-н Новошешминский с Акбуре ул Советская"
"233985","р-н Менделеевский с Бизяки ул Дружба"
"234382","р-н Мамадышский с Уразбахтино ул Пионерская"
"240359","р-н Новошешминский с Ерыклы ул Ленина"
"240384","р-н Новошешминский с Новошешминск ул Чернышевского"
"234570","р-н Мамадышский д Сарбаш ул Кооперативная"
"248595","р-н Тюлячинский д Тактамыш"
"234836","р-н Мамадышский с Красная Горка ул Ибрагимова"
"248916","р-н Тюлячинский кв-л 070106"
"234957","р-н Мамадышский с Верхний Берсут ул Первомайская"
"249342","р-н Тюлячинский кв-л 010104"
"249398","р-н Тюлячинский д Малые Нырси"
"249488","р-н Тюлячинский д Малые Меретяки ул Тукая"
"235082","р-н Мамадышский д Берсут-Сукаче кв-л 640201"
